latitude;longitude;elevacao;diff_elev;distancias;soma_elev;soma_dist;km_group;desnivel_positivo;desnivel_negativo
-22.380922;-44.947277;951.5;-0.1;2.88;-63.3;9369.09;10;0;-0.1
-22.380929;-44.947304;951.4;-0.1;2.88;-63.4;9371.97;10;0;-0.1
-22.380936;-44.94733;951.3;-0.1;2.78;-63.5;9374.75;10;0;-0.1
-22.380941;-44.947363;951.2;-0.1;3.44;-63.6;9378.19;10;0;-0.1
-22.380946;-44.947396;951;-0.2;3.44;-63.8;9381.63;10;0;-0.2
-22.380951;-44.947429;950.8;-0.2;3.44;-64;9385.07;10;0;-0.2
-22.380956;-44.947461;950.6;-0.2;3.34;-64.2;9388.41;10;0;-0.2
-22.38096;-44.947494;950.4;-0.2;3.42;-64.4;9391.83;10;0;-0.2
-22.380964;-44.947527;950.1;-0.3;3.42;-64.7;9395.25;10;0;-0.3
-22.380968;-44.947559;949.9;-0.2;3.32;-64.9;9398.57;10;0;-0.2
-22.380963;-44.947592;949.6;-0.3;3.44;-65.2;9402.01;10;0;-0.3
-22.380958;-44.947625;949.3;-0.3;3.44;-65.5;9405.45;10;0;-0.3
-22.380953;-44.947657;949;-0.3;3.34;-65.8;9408.79;10;0;-0.3
-22.380956;-44.947692;948.7;-0.3;3.61;-66.1;9412.4;10;0;-0.3
-22.380959;-44.947726;948.4;-0.3;3.51;-66.4;9415.91;10;0;-0.3
-22.380961;-44.94776;948.2;-0.2;3.5;-66.6;9419.41;10;0;-0.2
-22.38096;-44.9478;947.8;-0.4;4.11;-67;9423.52;10;0;-0.4
-22.380959;-44.94784;947.5;-0.3;4.11;-67.3;9427.63;10;0;-0.3
-22.380959;-44.94788;947.1;-0.4;4.11;-67.7;9431.74;10;0;-0.4
-22.380958;-44.947919;946.8;-0.3;4.01;-68;9435.75;10;0;-0.3
-22.380932;-44.947962;946.3;-0.5;5.28;-68.5;9441.03;10;0;-0.5
-22.380928;-44.948001;946;-0.3;4.03;-68.8;9445.06;10;0;-0.3
-22.380924;-44.94804;945.6;-0.4;4.03;-69.2;9449.09;10;0;-0.4
-22.38092;-44.948078;945.3;-0.3;3.93;-69.5;9453.02;10;0;-0.3
-22.380925;-44.948122;944.9;-0.4;4.56;-69.9;9457.58;10;0;-0.4
-22.38093;-44.948165;944.5;-0.4;4.46;-70.3;9462.04;10;0;-0.4
-22.380934;-44.948208;944.1;-0.4;4.44;-70.7;9466.48;10;0;-0.4
-22.380939;-44.948251;943.7;-0.4;4.46;-71.1;9470.94;10;0;-0.4
-22.380942;-44.9483;943.3;-0.4;5.05;-71.5;9475.99;10;0;-0.4
-22.380962;-44.9484;942.4;-0.9;10.52;-72.4;9486.51;10;0;-0.9
-22.380985;-44.948436;942.1;-0.3;4.5;-72.7;9491.01;10;0;-0.3
-22.381008;-44.948472;941.7;-0.4;4.5;-73.1;9495.51;10;0;-0.4
-22.38103;-44.948508;941.4;-0.3;4.44;-73.4;9499.95;10;0;-0.3
-22.381028;-44.948535;941.3;-0.1;2.79;-73.5;9502.74;10;0;-0.1
-22.381025;-44.948561;941.1;-0.2;2.69;-73.7;9505.43;10;0;-0.2
-22.381023;-44.948588;940.9;-0.2;2.79;-73.9;9508.22;10;0;-0.2
-22.38102;-44.948614;940.8;-0.1;2.69;-74;9510.91;10;0;-0.1
-22.380996;-44.948631;940.6;-0.2;3.19;-74.2;9514.1;10;0;-0.2
-22.380972;-44.948648;940.4;-0.2;3.19;-74.4;9517.29;10;0;-0.2
-22.380948;-44.948664;940.3;-0.1;3.14;-74.5;9520.43;10;0;-0.1
-22.380924;-44.948681;940.1;-0.2;3.19;-74.7;9523.62;10;0;-0.2
-22.3809;-44.948698;939.9;-0.2;3.19;-74.9;9526.81;10;0;-0.2
-22.380876;-44.948714;939.8;-0.1;3.14;-75;9529.95;10;0;-0.1
-22.380854;-44.948722;939.7;-0.1;2.58;-75.1;9532.53;10;0;-0.1
-22.380832;-44.94873;939.7;0;2.58;-75.1;9535.11;10;0;0
-22.38081;-44.948737;939.7;0;2.55;-75.1;9537.66;10;0;0
-22.380788;-44.948745;939.7;0;2.58;-75.1;9540.24;10;0;0
-22.380766;-44.948752;939.7;0;2.55;-75.1;9542.79;10;0;0
-22.380736;-44.94876;939.7;0;3.44;-75.1;9546.23;10;0;0
-22.380706;-44.948767;939.6;-0.1;3.41;-75.2;9549.64;10;0;-0.1
-22.380675;-44.948774;939.6;0;3.52;-75.2;9553.16;10;0;0
-22.380645;-44.948781;939.6;0;3.41;-75.2;9556.57;10;0;0
-22.380608;-44.948786;939.6;0;4.15;-75.2;9560.72;10;0;0
-22.38057;-44.948791;939.6;0;4.26;-75.2;9564.98;10;0;0
-22.380532;-44.948796;939.6;0;4.26;-75.2;9569.24;10;0;0
-22.380521;-44.948804;939.6;0;1.47;-75.2;9570.71;10;0;0
-22.380509;-44.948811;939.6;0;1.52;-75.2;9572.23;10;0;0
-22.380498;-44.948819;939.6;0;1.47;-75.2;9573.7;10;0;0
-22.380487;-44.948826;939.6;0;1.42;-75.2;9575.12;10;0;0
-22.380475;-44.948833;939.5;-0.1;1.52;-75.3;9576.64;10;0;-0.1
-22.380464;-44.948841;939.5;0;1.47;-75.3;9578.11;10;0;0
-22.380453;-44.948848;939.5;0;1.42;-75.3;9579.53;10;0;0
-22.380441;-44.948855;939.5;0;1.52;-75.3;9581.05;10;0;0
-22.380448;-44.948854;939.5;0;0.79;-75.3;9581.84;10;0;0
-22.380454;-44.948852;939.5;0;0.7;-75.3;9582.54;10;0;0
-22.380461;-44.94885;939.5;0;0.81;-75.3;9583.35;10;0;0
-22.380468;-44.948848;939.5;0;0.81;-75.3;9584.16;10;0;0
-22.380474;-44.948846;939.5;0;0.7;-75.3;9584.86;10;0;0
-22.380481;-44.948844;939.5;0;0.81;-75.3;9585.67;10;0;0
-22.380488;-44.948842;939.5;0;0.81;-75.3;9586.48;10;0;0
-22.380494;-44.94884;939.5;0;0.7;-75.3;9587.18;10;0;0
-22.380501;-44.948838;939.5;0;0.81;-75.3;9587.99;10;0;0
-22.380508;-44.948837;939.5;0;0.79;-75.3;9588.78;10;0;0
-22.380514;-44.948835;939.5;0;0.7;-75.3;9589.48;10;0;0
-22.380521;-44.948833;939.5;0;0.81;-75.3;9590.29;10;0;0
-22.380528;-44.948831;939.5;0;0.81;-75.3;9591.1;10;0;0
-22.380534;-44.948829;939.5;0;0.7;-75.3;9591.8;10;0;0
-22.380548;-44.948821;939.5;0;1.76;-75.3;9593.56;10;0;0
-22.380562;-44.948813;939.5;0;1.76;-75.3;9595.32;10;0;0
-22.380576;-44.948805;939.5;0;1.76;-75.3;9597.08;10;0;0
-22.38059;-44.948796;939.5;0;1.81;-75.3;9598.89;10;0;0
-22.380603;-44.948788;939.5;0;1.66;-75.3;9600.55;10;0;0
-22.380617;-44.94878;939.5;0;1.76;-75.3;9602.31;10;0;0
-22.380628;-44.948774;939.5;0;1.37;-75.3;9603.68;10;0;0
-22.380638;-44.948769;939.5;0;1.23;-75.3;9604.91;10;0;0
-22.380649;-44.948763;939.5;0;1.37;-75.3;9606.28;10;0;0
-22.380659;-44.948757;939.5;0;1.27;-75.3;9607.55;10;0;0
-22.38067;-44.948751;939.5;0;1.37;-75.3;9608.92;10;0;0
-22.38068;-44.948746;939.5;0;1.23;-75.3;9610.15;10;0;0
-22.380691;-44.94874;939.5;0;1.37;-75.3;9611.52;10;0;0
-22.380701;-44.948734;939.5;0;1.27;-75.3;9612.79;10;0;0
-22.38072;-44.948731;939.5;0;2.14;-75.3;9614.93;10;0;0
-22.38074;-44.948728;939.5;0;2.25;-75.3;9617.18;10;0;0
-22.380759;-44.948725;939.5;0;2.14;-75.3;9619.32;10;0;0
-22.380778;-44.948722;939.5;0;2.14;-75.3;9621.46;10;0;0
-22.380797;-44.948719;939.5;0;2.14;-75.3;9623.6;10;0;0
-22.380794;-44.948726;939.5;0;0.79;-75.3;9624.39;10;0;0
-22.380791;-44.948733;939.5;0;0.79;-75.3;9625.18;10;0;0
-22.380788;-44.94874;939.5;0;0.79;-75.3;9625.97;10;0;0
-22.380785;-44.948747;939.5;0;0.79;-75.3;9626.76;10;0;0
-22.380782;-44.948754;939.5;0;0.79;-75.3;9627.55;10;0;0
-22.380779;-44.948761;939.5;0;0.79;-75.3;9628.34;10;0;0
-22.380776;-44.948768;939.5;0;0.79;-75.3;9629.13;10;0;0
-22.380773;-44.948774;939.5;0;0.7;-75.3;9629.83;10;0;0
-22.38077;-44.948781;939.6;0.1;0.79;-75.2;9630.62;10;0.1;0
-22.380767;-44.948788;939.6;0;0.79;-75.2;9631.41;10;0;0
-22.380764;-44.948795;939.6;0;0.79;-75.2;9632.2;10;0;0
-22.380761;-44.948802;939.6;0;0.79;-75.2;9632.99;10;0;0
-22.380758;-44.948809;939.6;0;0.79;-75.2;9633.78;10;0;0
-22.380761;-44.948813;939.6;0;0.53;-75.2;9634.31;10;0;0
-22.380764;-44.948817;939.6;0;0.53;-75.2;9634.84;10;0;0
-22.380767;-44.94882;939.6;0;0.45;-75.2;9635.29;10;0;0
-22.38077;-44.948824;939.6;0;0.53;-75.2;9635.82;10;0;0
-22.380773;-44.948828;939.6;0;0.53;-75.2;9636.35;10;0;0
-22.380776;-44.948831;939.6;0;0.45;-75.2;9636.8;10;0;0
-22.380778;-44.948835;939.6;0;0.47;-75.2;9637.27;10;0;0
-22.380781;-44.948839;939.6;0;0.53;-75.2;9637.8;10;0;0
-22.380784;-44.948842;939.6;0;0.45;-75.2;9638.25;10;0;0
-22.380787;-44.948846;939.6;0;0.53;-75.2;9638.78;10;0;0
-22.38079;-44.94885;939.6;0;0.53;-75.2;9639.31;10;0;0
-22.380793;-44.948854;939.6;0;0.53;-75.2;9639.84;10;0;0
-22.380796;-44.948857;939.6;0;0.45;-75.2;9640.29;10;0;0
-22.380799;-44.948861;939.6;0;0.53;-75.2;9640.82;10;0;0
-22.380801;-44.948865;939.6;0;0.47;-75.2;9641.29;10;0;0
-22.380804;-44.948868;939.6;0;0.45;-75.2;9641.74;10;0;0
-22.380807;-44.948872;939.6;0;0.53;-75.2;9642.27;10;0;0
-22.38081;-44.948876;939.6;0;0.53;-75.2;9642.8;10;0;0
-22.380813;-44.948879;939.6;0;0.45;-75.2;9643.25;10;0;0
-22.380816;-44.948883;939.6;0;0.53;-75.2;9643.78;10;0;0
-22.380819;-44.948887;939.6;0;0.53;-75.2;9644.31;10;0;0
-22.380822;-44.948891;939.7;0.1;0.53;-75.1;9644.84;10;0.1;0
-22.380825;-44.948894;939.7;0;0.45;-75.1;9645.29;10;0;0
-22.380829;-44.948892;939.7;0;0.49;-75.1;9645.78;10;0;0
-22.380833;-44.948889;939.7;0;0.54;-75.1;9646.32;10;0;0
-22.380838;-44.948887;939.7;0;0.59;-75.1;9646.91;10;0;0
-22.380842;-44.948885;939.7;0;0.49;-75.1;9647.4;10;0;0
-22.380847;-44.948882;939.7;0;0.64;-75.1;9648.04;10;0;0
-22.380851;-44.94888;939.7;0;0.49;-75.1;9648.53;10;0;0
-22.380856;-44.948877;939.7;0;0.64;-75.1;9649.17;10;0;0
-22.38086;-44.948875;939.7;0;0.49;-75.1;9649.66;10;0;0
-22.380865;-44.948872;939.7;0;0.64;-75.1;9650.3;10;0;0
-22.380869;-44.94887;939.7;0;0.49;-75.1;9650.79;10;0;0
-22.380874;-44.948868;939.7;0;0.59;-75.1;9651.38;10;0;0
-22.380878;-44.948865;939.7;0;0.54;-75.1;9651.92;10;0;0
-22.380883;-44.948863;939.7;0;0.59;-75.1;9652.51;10;0;0
-22.380887;-44.94886;939.7;0;0.54;-75.1;9653.05;10;0;0
-22.380892;-44.948858;939.7;0;0.59;-75.1;9653.64;10;0;0
-22.380896;-44.948856;939.7;0;0.49;-75.1;9654.13;10;0;0
-22.380901;-44.948853;939.7;0;0.64;-75.1;9654.77;10;0;0
-22.380905;-44.948851;939.7;0;0.49;-75.1;9655.26;10;0;0
-22.38091;-44.948848;939.7;0;0.64;-75.1;9655.9;10;0;0
-22.38092;-44.948843;939.7;0;1.23;-75.1;9657.13;10;0;0
-22.38093;-44.948838;939.7;0;1.23;-75.1;9658.36;10;0;0
-22.38094;-44.948832;939.8;0.1;1.27;-75;9659.63;10;0.1;0
-22.38095;-44.948827;939.8;0;1.23;-75;9660.86;10;0;0
-22.38096;-44.948821;939.8;0;1.27;-75;9662.13;10;0;0
-22.38097;-44.948816;939.9;0.1;1.23;-74.9;9663.36;10;0.1;0
-22.38098;-44.948811;939.9;0;1.23;-74.9;9664.59;10;0;0
-22.38099;-44.948805;939.9;0;1.27;-74.9;9665.86;10;0;0
-22.380986;-44.948813;940;0.1;0.94;-74.8;9666.8;10;0.1;0
-22.380982;-44.94882;940;0;0.85;-74.8;9667.65;10;0;0
-22.380977;-44.948827;940;0;0.91;-74.8;9668.56;10;0;0
-22.380973;-44.948834;940;0;0.85;-74.8;9669.41;10;0;0
-22.380968;-44.948842;940.1;0.1;0.99;-74.7;9670.4;10;0.1;0
-22.380964;-44.948849;940.1;0;0.85;-74.7;9671.25;10;0;0
-22.38096;-44.948856;940.1;0;0.85;-74.7;9672.1;10;0;0
-22.380955;-44.948863;940.1;0;0.91;-74.7;9673.01;10;0;0
-22.380951;-44.948871;940.2;0.1;0.94;-74.6;9673.95;10;0.1;0
-22.380946;-44.948878;940.2;0;0.91;-74.6;9674.86;10;0;0
-22.380942;-44.948885;940.2;0;0.85;-74.6;9675.71;10;0;0
-22.380937;-44.948892;940.2;0;0.91;-74.6;9676.62;10;0;0
-22.38094;-44.948892;940.3;0.1;0.33;-74.5;9676.95;10;0.1;0
-22.380942;-44.948892;940.3;0;0.22;-74.5;9677.17;10;0;0
-22.380944;-44.948891;940.3;0;0.25;-74.5;9677.42;10;0;0
-22.380947;-44.948891;940.3;0;0.33;-74.5;9677.75;10;0;0
-22.380949;-44.948891;940.3;0;0.22;-74.5;9677.97;10;0;0
-22.380951;-44.948891;940.3;0;0.22;-74.5;9678.19;10;0;0
-22.380953;-44.94889;940.3;0;0.25;-74.5;9678.44;10;0;0
-22.380956;-44.94889;940.3;0;0.33;-74.5;9678.77;10;0;0
-22.380958;-44.94889;940.3;0;0.22;-74.5;9678.99;10;0;0
-22.38096;-44.948889;940.3;0;0.25;-74.5;9679.24;10;0;0
-22.380962;-44.948889;940.3;0;0.22;-74.5;9679.46;10;0;0
-22.380965;-44.948889;940.3;0;0.33;-74.5;9679.79;10;0;0
-22.380967;-44.948889;940.3;0;0.22;-74.5;9680.01;10;0;0
-22.380969;-44.948888;940.3;0;0.25;-74.5;9680.26;10;0;0
-22.380971;-44.948888;940.3;0;0.22;-74.5;9680.48;10;0;0
-22.380974;-44.948888;940.3;0;0.33;-74.5;9680.81;10;0;0
-22.380976;-44.948887;940.4;0.1;0.25;-74.4;9681.06;10;0.1;0
-22.380978;-44.948887;940.4;0;0.22;-74.4;9681.28;10;0;0
-22.38098;-44.948887;940.4;0;0.22;-74.4;9681.5;10;0;0
-22.380983;-44.948887;940.4;0;0.33;-74.4;9681.83;10;0;0
-22.380985;-44.948886;940.4;0;0.25;-74.4;9682.08;10;0;0
-22.380987;-44.948886;940.4;0;0.22;-74.4;9682.3;10;0;0
-22.380989;-44.948886;940.4;0;0.22;-74.4;9682.52;10;0;0
-22.380992;-44.948885;940.4;0;0.35;-74.4;9682.87;10;0;0
-22.380994;-44.948885;940.4;0;0.22;-74.4;9683.09;10;0;0
-22.380996;-44.948885;940.4;0;0.22;-74.4;9683.31;10;0;0
-22.380998;-44.948885;940.4;0;0.22;-74.4;9683.53;10;0;0
-22.381001;-44.948884;940.4;0;0.35;-74.4;9683.88;10;0;0
-22.381003;-44.948884;940.4;0;0.22;-74.4;9684.1;10;0;0
-22.381005;-44.948884;940.4;0;0.22;-74.4;9684.32;10;0;0
-22.381008;-44.948883;940.4;0;0.35;-74.4;9684.67;10;0;0
-22.38101;-44.948883;940.4;0;0.22;-74.4;9684.89;10;0;0
-22.381012;-44.948883;940.5;0.1;0.22;-74.3;9685.11;10;0.1;0
-22.381014;-44.948883;940.5;0;0.22;-74.3;9685.33;10;0;0
-22.381017;-44.948882;940.5;0;0.35;-74.3;9685.68;10;0;0
-22.381019;-44.948882;940.5;0;0.22;-74.3;9685.9;10;0;0
-22.381021;-44.948882;940.5;0;0.22;-74.3;9686.12;10;0;0
-22.381023;-44.948881;940.5;0;0.25;-74.3;9686.37;10;0;0
-22.381026;-44.948881;940.5;0;0.33;-74.3;9686.7;10;0;0
-22.381028;-44.948881;940.5;0;0.22;-74.3;9686.92;10;0;0
-22.38103;-44.948881;940.5;0;0.22;-74.3;9687.14;10;0;0
-22.381052;-44.948871;940.6;0.1;2.65;-74.2;9689.79;10;0.1;0
-22.381075;-44.948861;940.6;0;2.76;-74.2;9692.55;10;0;0
-22.381097;-44.94885;940.7;0.1;2.7;-74.1;9695.25;10;0.1;0
-22.381119;-44.94884;940.8;0.1;2.65;-74;9697.9;10;0.1;0
-22.381158;-44.948821;940.9;0.1;4.76;-73.9;9702.66;10;0.1;0
-22.381196;-44.948802;941;0.1;4.66;-73.8;9707.32;10;0.1;0
-22.381235;-44.948783;941.1;0.1;4.76;-73.7;9712.08;10;0.1;0
-22.381269;-44.948754;941.3;0.2;4.81;-73.5;9716.89;10;0.2;0
-22.381303;-44.948725;941.5;0.2;4.81;-73.3;9721.7;10;0.2;0
-22.381337;-44.948696;941.6;0.1;4.81;-73.2;9726.51;10;0.1;0
-22.381376;-44.948685;941.8;0.2;4.48;-73;9730.99;10;0.2;0
-22.381416;-44.948673;942;0.2;4.62;-72.8;9735.61;10;0.2;0
-22.381455;-44.948662;942.2;0.2;4.48;-72.6;9740.09;10;0.2;0
-22.381483;-44.948642;942.3;0.1;3.73;-72.5;9743.82;10;0.1;0
-22.381511;-44.948622;942.4;0.1;3.73;-72.4;9747.55;10;0.1;0
-22.381539;-44.948603;942.6;0.2;3.68;-72.2;9751.23;10;0.2;0
-22.381561;-44.948586;942.7;0.1;3.01;-72.1;9754.24;10;0.1;0
-22.381582;-44.948569;942.8;0.1;2.92;-72;9757.16;10;0.1;0
-22.381604;-44.948552;942.9;0.1;3.01;-71.9;9760.17;10;0.1;0
-22.381625;-44.948535;943;0.1;2.92;-71.8;9763.09;10;0.1;0
-22.381663;-44.94853;943.2;0.2;4.26;-71.6;9767.35;10;0.2;0
-22.3817;-44.948525;943.4;0.2;4.15;-71.4;9771.5;10;0.2;0
-22.381738;-44.948521;943.5;0.1;4.25;-71.3;9775.75;10;0.1;0
-22.38177;-44.948518;943.7;0.2;3.57;-71.1;9779.32;10;0.2;0
-22.381803;-44.948514;943.8;0.1;3.69;-71;9783.01;10;0.1;0
-22.381835;-44.948511;944;0.2;3.57;-70.8;9786.58;10;0.2;0
-22.381867;-44.948504;944.1;0.1;3.63;-70.7;9790.21;10;0.1;0
-22.381898;-44.948496;944.2;0.1;3.54;-70.6;9793.75;10;0.1;0
-22.38193;-44.948489;944.3;0.1;3.63;-70.5;9797.38;10;0.1;0
-22.381962;-44.948481;944.4;0.1;3.65;-70.4;9801.03;10;0.1;0
-22.381994;-44.948474;944.5;0.1;3.63;-70.3;9804.66;10;0.1;0
-22.382043;-44.94846;944.6;0.1;5.64;-70.2;9810.3;10;0.1;0
-22.382072;-44.948451;944.7;0.1;3.35;-70.1;9813.65;10;0.1;0
-22.382101;-44.948443;944.8;0.1;3.33;-70;9816.98;10;0.1;0
-22.38213;-44.948435;944.8;0;3.33;-70;9820.31;10;0;0
-22.382151;-44.948443;944.9;0.1;2.48;-69.9;9822.79;10;0.1;0
-22.382173;-44.948451;945;0.1;2.58;-69.8;9825.37;10;0.1;0
-22.382194;-44.94846;945;0;2.51;-69.8;9827.88;10;0;0
-22.382215;-44.948468;945.1;0.1;2.48;-69.7;9830.36;10;0.1;0
-22.382229;-44.94847;945.1;0;1.57;-69.7;9831.93;10;0;0
-22.382242;-44.948471;945.1;0;1.45;-69.7;9833.38;10;0;0
-22.382256;-44.948473;945.2;0.1;1.57;-69.6;9834.95;10;0.1;0
-22.382269;-44.948475;945.2;0;1.46;-69.6;9836.41;10;0;0
-22.382283;-44.948476;945.2;0;1.56;-69.6;9837.97;10;0;0
-22.382297;-44.948478;945.3;0.1;1.57;-69.5;9839.54;10;0.1;0
-22.38231;-44.948479;945.3;0;1.45;-69.5;9840.99;10;0;0
-22.382336;-44.948479;945.4;0.1;2.89;-69.4;9843.88;10;0.1;0
-22.382362;-44.948479;945.4;0;2.89;-69.4;9846.77;10;0;0
-22.382388;-44.948479;945.5;0.1;2.89;-69.3;9849.66;10;0.1;0
-22.382414;-44.948478;945.6;0.1;2.89;-69.2;9852.55;10;0.1;0
-22.382472;-44.948486;945.7;0.1;6.5;-69.1;9859.05;10;0.1;0
-22.38253;-44.948494;945.8;0.1;6.5;-69;9865.55;10;0.1;0
-22.382589;-44.948502;945.9;0.1;6.61;-68.9;9872.16;10;0.1;0
-22.382667;-44.948505;946.1;0.2;8.68;-68.7;9880.84;10;0.2;0
-22.382691;-44.948502;946.1;0;2.69;-68.7;9883.53;10;0;0
-22.38274;-44.948497;946.2;0.1;5.47;-68.6;9889;10;0.1;0
-22.382776;-44.948496;946.3;0.1;4;-68.5;9893;10;0.1;0
-22.382811;-44.948495;946.3;0;3.89;-68.5;9896.89;10;0;0
-22.382847;-44.948493;946.3;0;4.01;-68.5;9900.9;10;0;0
-22.382879;-44.948501;946.3;0;3.65;-68.5;9904.55;10;0;0
-22.382911;-44.948509;946.4;0.1;3.65;-68.4;9908.2;10;0.1;0
-22.382943;-44.948516;946.4;0;3.63;-68.4;9911.83;10;0;0
-22.382953;-44.948513;946.4;0;1.15;-68.4;9912.98;10;0;0
-22.382963;-44.948509;946.4;0;1.19;-68.4;9914.17;10;0;0
-22.382973;-44.948505;946.4;0;1.19;-68.4;9915.36;10;0;0
-22.382983;-44.948501;946.4;0;1.19;-68.4;9916.55;10;0;0
-22.382993;-44.948497;946.4;0;1.19;-68.4;9917.74;10;0;0
-22.383002;-44.948494;946.4;0;1.05;-68.4;9918.79;10;0;0
-22.383012;-44.94849;946.4;0;1.19;-68.4;9919.98;10;0;0
-22.383022;-44.948486;946.4;0;1.19;-68.4;9921.17;10;0;0
-22.383032;-44.948482;946.4;0;1.19;-68.4;9922.36;10;0;0
-22.383046;-44.94848;946.4;0;1.57;-68.4;9923.93;10;0;0
-22.383061;-44.948479;946.4;0;1.67;-68.4;9925.6;10;0;0
-22.383075;-44.948477;946.5;0.1;1.57;-68.3;9927.17;10;0.1;0
-22.383089;-44.948475;946.5;0;1.57;-68.3;9928.74;10;0;0
-22.383104;-44.948473;946.5;0;1.68;-68.3;9930.42;10;0;0
-22.383118;-44.948471;946.5;0;1.57;-68.3;9931.99;10;0;0
-22.383132;-44.948469;946.5;0;1.57;-68.3;9933.56;10;0;0
-22.383147;-44.948468;946.5;0;1.67;-68.3;9935.23;10;0;0
-22.383161;-44.948468;946.5;0;1.56;-68.3;9936.79;10;0;0
-22.383176;-44.948467;946.5;0;1.67;-68.3;9938.46;10;0;0
-22.38319;-44.948466;946.5;0;1.56;-68.3;9940.02;10;0;0
-22.383205;-44.948465;946.5;0;1.67;-68.3;9941.69;10;0;0
-22.383219;-44.948464;946.5;0;1.56;-68.3;9943.25;10;0;0
-22.383234;-44.948463;946.6;0.1;1.67;-68.2;9944.92;10;0.1;0
-22.383248;-44.948462;946.6;0;1.56;-68.2;9946.48;10;0;0
-22.38328;-44.948466;946.6;0;3.58;-68.2;9950.06;10;0;0
-22.383313;-44.948469;946.6;0;3.68;-68.2;9953.74;10;0;0
-22.383345;-44.948472;946.7;0.1;3.57;-68.1;9957.31;10;0.1;0
-22.383369;-44.948487;946.7;0;3.08;-68.1;9960.39;10;0;0
-22.383393;-44.948502;946.7;0;3.08;-68.1;9963.47;10;0;0
-22.383417;-44.948517;946.8;0.1;3.08;-68;9966.55;10;0.1;0
-22.383441;-44.948532;946.8;0;3.08;-68;9969.63;10;0;0
-22.383475;-44.948533;946.9;0.1;3.78;-67.9;9973.41;10;0.1;0
-22.383508;-44.948533;947.1;0.2;3.67;-67.7;9977.08;10;0.2;0
-22.383541;-44.948533;947.3;0.2;3.67;-67.5;9980.75;10;0.2;0
-22.382882;-44.948451;933;0.2;7.21;6.485714286;9987.96;11;0.2;0
-22.382906;-44.948457;933;0;2.74;6.485714286;9990.7;11;0;0
-22.383007;-44.948458;932.4;-0.6;11.23;5.885714286;10001.93;11;0;-0.6
-22.383087;-44.948442;932.6;0.2;9.05;6.085714286;10010.98;11;0.2;0
-22.38316;-44.948426;932.8;0.2;8.28;6.285714286;10019.26;11;0.2;0
-22.383201;-44.948443;932.8;0;4.88;6.285714286;10024.14;11;0;0
-22.383214;-44.948459;932.6;-0.2;2.19;6.085714286;10026.33;11;0;-0.2
-22.38322;-44.948471;932.2;-0.4;1.4;5.685714286;10027.73;11;0;-0.4
-22.383221;-44.948485;932;-0.2;1.44;5.485714286;10029.17;11;0;-0.2
-22.383226;-44.948501;931.8;-0.2;1.74;5.285714286;10030.91;11;0;-0.2
-22.383226;-44.948507;931.8;0;0.62;5.285714286;10031.53;11;0;0
-22.383224;-44.948513;931.8;0;0.66;5.285714286;10032.19;11;0;0
-22.383225;-44.948527;931.4;-0.4;1.44;4.885714286;10033.63;11;0;-0.4
-22.383222;-44.94852;931.2;-0.2;0.79;4.685714286;10034.42;11;0;-0.2
-22.383222;-44.948526;932;0.8;0.62;5.485714286;10035.04;11;0.8;0
-22.383233;-44.94853;932.6;0.6;1.29;6.085714286;10036.33;11;0.6;0
-22.383252;-44.948531;933.4;0.8;2.12;6.885714286;10038.45;11;0.8;0
-22.383262;-44.948529;933.8;0.4;1.13;7.285714286;10039.58;11;0.4;0
-22.383293;-44.94853;934.8;1;3.45;8.285714286;10043.03;11;1;0
-22.383326;-44.94853;935.8;1;3.67;9.285714286;10046.7;11;1;0
-22.383343;-44.948533;936.4;0.6;1.92;9.885714286;10048.62;11;0.6;0
-22.38336;-44.948538;937;0.6;1.96;10.48571429;10050.58;11;0.6;0
-22.383418;-44.94858;938;1;7.76;11.48571429;10058.34;11;1;0
-22.383424;-44.94859;938;0;1.23;11.48571429;10059.57;11;0;0
-22.383441;-44.948608;938.6;0.6;2.65;12.08571429;10062.22;11;0.6;0
-22.383492;-44.948658;939.2;0.6;7.65;12.68571429;10069.87;11;0.6;0
-22.383534;-44.948708;940;0.8;6.95;13.48571429;10076.82;11;0.8;0
-22.383543;-44.948716;940.2;0.2;1.3;13.68571429;10078.12;11;0.2;0
-22.383573;-44.948741;941.4;1.2;4.21;14.88571429;10082.33;11;1.2;0
-22.383617;-44.948763;942;0.6;5.39;15.48571429;10087.72;11;0.6;0
-22.383641;-44.948766;942.4;0.4;2.69;15.88571429;10090.41;11;0.4;0
-22.383695;-44.94878;943.4;1;6.17;16.88571429;10096.58;11;1;0
-22.383706;-44.948783;943.6;0.2;1.26;17.08571429;10097.84;11;0.2;0
-22.383716;-44.948792;943.8;0.2;1.45;17.28571429;10099.29;11;0.2;0
-22.383757;-44.948797;944.6;0.8;4.59;18.08571429;10103.88;11;0.8;0
-22.383814;-44.948816;945.4;0.8;6.63;18.88571429;10110.51;11;0.8;0
-22.383828;-44.948822;945.6;0.2;1.67;19.08571429;10112.18;11;0.2;0
-22.383863;-44.948848;946.8;1.2;4.72;20.28571429;10116.9;11;1.2;0
-22.383874;-44.948854;947.2;0.4;1.37;20.68571429;10118.27;11;0.4;0
-22.383896;-44.948863;947.8;0.6;2.62;21.28571429;10120.89;11;0.6;0
-22.383907;-44.948861;948;0.2;1.24;21.48571429;10122.13;11;0.2;0
-22.383922;-44.948866;948.4;0.4;1.75;21.88571429;10123.88;11;0.4;0
