;latitude;longitude;elevacao;diff_elev;distancias;soma_elev;soma_dist;km_group;desnivel_positivo;desnivel_negativo
198;-22,391609;-44,9625508;925,0;0,0;3,33;3,0;717,6499999999993;1;0,0;0,0
199;-22,3915793;-44,9625407;925,0;0,0;3,46;3,0;721,1099999999993;1;0,0;0,0
200;-22,3915496;-44,9625306;925,0;0,0;3,46;3,0;724,5699999999994;1;0,0;0,0
201;-22,3915193;-44,9625218;925,0;0,0;3,49;3,0;728,0599999999994;1;0,0;0,0
202;-22,391489;-44,962513;925,0;0,0;3,49;3,0;731,5499999999994;1;0,0;0,0
203;-22,3914586;-44,9625042;924,0;-1,0;3,5;2,0;735,0499999999994;1;0,0;-1,0
204;-22,3914283;-44,9624954;924,0;0,0;3,49;2,0;738,5399999999994;1;0,0;0,0
205;-22,3913981;-44,9624864;924,0;0,0;3,48;2,0;742,0199999999994;1;0,0;0,0
206;-22,3913679;-44,9624774;924,0;0,0;3,48;2,0;745,4999999999994;1;0,0;0,0
207;-22,3913378;-44,9624681;924,0;0,0;3,48;2,0;748,9799999999994;1;0,0;0,0
208;-22,3913077;-44,9624588;924,0;0,0;3,48;2,0;752,4599999999995;1;0,0;0,0
209;-22,3912777;-44,9624502;924,0;0,0;3,45;2,0;755,9099999999995;1;0,0;0,0
210;-22,3912478;-44,9624417;924,0;0,0;3,44;2,0;759,3499999999996;1;0,0;0,0
211;-22,3912185;-44,9624332;924,0;0,0;3,37;2,0;762,7199999999996;1;0,0;0,0
212;-22,3911892;-44,9624248;924,0;0,0;3,37;2,0;766,0899999999996;1;0,0;0,0
213;-22,3911602;-44,9624171;924,0;0,0;3,32;2,0;769,4099999999996;1;0,0;0,0
214;-22,3911312;-44,9624094;924,0;0,0;3,32;2,0;772,7299999999997;1;0,0;0,0
215;-22,3911021;-44,9624028;924,0;0,0;3,31;2,0;776,0399999999996;1;0,0;0,0
216;-22,3910731;-44,9623962;924,0;0,0;3,3;2,0;779,3399999999996;1;0,0;0,0
217;-22,3910435;-44,9623915;924,0;0,0;3,33;2,0;782,6699999999996;1;0,0;0,0
218;-22,3910139;-44,9623869;923,0;-1,0;3,33;1,0;785,9999999999997;1;0,0;-1,0
219;-22,3909844;-44,9623838;923,0;0,0;3,3;1,0;789,2999999999996;1;0,0;0,0
220;-22,3909551;-44,9623808;923,0;0,0;3,27;1,0;792,5699999999996;1;0,0;0,0
221;-22,3909255;-44,9623785;923,0;0,0;3,3;1,0;795,8699999999995;1;0,0;0,0
222;-22,390896;-44,9623762;923,0;0,0;3,29;1,0;799,1599999999995;1;0,0;0,0
223;-22,3908672;-44,9623744;923,0;0,0;3,21;1,0;802,3699999999995;1;0,0;0,0
224;-22,3908385;-44,9623727;923,0;0,0;3,2;1,0;805,5699999999996;1;0,0;0,0
225;-22,3908098;-44,9623722;923,0;0,0;3,19;1,0;808,7599999999996;1;0,0;0,0
226;-22,3907811;-44,9623717;923,0;0,0;3,19;1,0;811,9499999999997;1;0,0;0,0
227;-22,3907524;-44,9623725;923,0;0,0;3,19;1,0;815,1399999999998;1;0,0;0,0
228;-22,3907237;-44,9623733;923,0;0,0;3,19;1,0;818,3299999999998;1;0,0;0,0
229;-22,3906943;-44,9623745;923,0;0,0;3,27;1,0;821,5999999999998;1;0,0;0,0
230;-22,3906649;-44,9623759;923,0;0,0;3,27;1,0;824,8699999999998;1;0,0;0,0
231;-22,3906357;-44,9623769;923,0;0,0;3,25;1,0;828,1199999999998;1;0,0;0,0
232;-22,3906065;-44,962378;923,0;0,0;3,25;1,0;831,3699999999998;1;0,0;0,0
233;-22,3905771;-44,9623779;923,0;0,0;3,27;1,0;834,6399999999998;1;0,0;0,0
234;-22,3905478;-44,9623778;923,0;0,0;3,26;1,0;837,8999999999997;1;0,0;0,0
235;-22,3905178;-44,9623786;923,0;0,0;3,34;1,0;841,2399999999998;1;0,0;0,0
236;-22,3904878;-44,9623794;923,0;0,0;3,34;1,0;844,5799999999998;1;0,0;0,0
237;-22,3904579;-44,9623821;923,0;0,0;3,34;1,0;847,9199999999998;1;0,0;0,0
238;-22,3904281;-44,9623848;923,0;0,0;3,33;1,0;851,2499999999999;1;0,0;0,0
239;-22,3903977;-44,9623891;923,0;0,0;3,41;1,0;854,6599999999999;1;0,0;0,0
240;-22,3903674;-44,9623935;923,0;0,0;3,4;1,0;858,0599999999998;1;0,0;0,0
241;-22,3903361;-44,962399;923,0;0,0;3,53;1,0;861,5899999999998;1;0,0;0,0
242;-22,3903049;-44,9624046;923,0;0,0;3,52;1,0;865,1099999999998;1;0,0;0,0
243;-22,3902727;-44,9624116;922,0;-1,0;3,65;0,0;868,7599999999998;1;0,0;-1,0
244;-22,3902405;-44,9624189;922,0;0,0;3,66;0,0;872,4199999999997;1;0,0;0,0
245;-22,390208;-44,9624272;922,0;0,0;3,71;0,0;876,1299999999998;1;0,0;0,0
246;-22,3901754;-44,9624356;922,0;0,0;3,73;0,0;879,8599999999998;1;0,0;0,0
247;-22,3901423;-44,9624438;922,0;0,0;3,78;0,0;883,6399999999998;1;0,0;0,0
248;-22,3901095;-44,9624522;922,0;0,0;3,75;0,0;887,3899999999998;1;0,0;0,0
249;-22,3900772;-44,9624576;922,0;0,0;3,63;0,0;891,0199999999998;1;0,0;0,0
250;-22,3900449;-44,9624631;922,0;0,0;3,64;0,0;894,6599999999997;1;0,0;0,0
251;-22,3900142;-44,9624648;922,0;0,0;3,42;0,0;898,0799999999997;1;0,0;0,0
252;-22,3899835;-44,9624666;922,0;0,0;3,42;0,0;901,4999999999997;1;0,0;0,0
253;-22,389955;-44,9624645;922,0;0,0;3,18;0,0;904,6799999999996;1;0,0;0,0
254;-22,3899266;-44,9624627;922,0;0,0;3,16;0,0;907,8399999999996;1;0,0;0,0
255;-22,3898995;-44,9624575;922,0;0,0;3,06;0,0;910,8999999999995;1;0,0;0,0
256;-22,3898724;-44,9624523;922,0;0,0;3,06;0,0;913,9599999999995;1;0,0;0,0
